GEFIS_EINHEIT,GEBIET_NAME,THEMA_NAME,SET_NAME,SUBSET_NAME,SUBSUBSET_NAME,INDIKATOR_ID,INDIKATOR_NAME,INDIKATOR_JAHR,INDIKATOR_VALUE,EINHEIT_KURZ,EINHEIT_LANG
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1122,0 Nettoaufwendungen Behörden und allg. Verwaltung [Fr./Einw.],2009,-80,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1122,0 Nettoaufwendungen Behörden und allg. Verwaltung [Fr./Einw.],2010,45,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1122,0 Nettoaufwendungen Behörden und allg. Verwaltung [Fr./Einw.],2011,80,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1122,0 Nettoaufwendungen Behörden und allg. Verwaltung [Fr./Einw.],2012,-33,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1122,0 Nettoaufwendungen Behörden und allg. Verwaltung [Fr./Einw.],2013,81,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1122,0 Nettoaufwendungen Behörden und allg. Verwaltung [Fr./Einw.],2014,95,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1123,1 Nettoaufwendungen Rechtschutz und Sicherheit [Fr./Einw.],2008,710,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1123,1 Nettoaufwendungen Rechtschutz und Sicherheit [Fr./Einw.],2009,724,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1123,1 Nettoaufwendungen Rechtschutz und Sicherheit [Fr./Einw.],2010,712,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1123,1 Nettoaufwendungen Rechtschutz und Sicherheit [Fr./Einw.],2011,649,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1123,1 Nettoaufwendungen Rechtschutz und Sicherheit [Fr./Einw.],2012,853,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1123,1 Nettoaufwendungen Rechtschutz und Sicherheit [Fr./Einw.],2013,904,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1123,1 Nettoaufwendungen Rechtschutz und Sicherheit [Fr./Einw.],2014,849,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1124,2 Nettoaufwendungen Bildung [Fr./Einw.],2008,2067,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1124,2 Nettoaufwendungen Bildung [Fr./Einw.],2009,2107,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1124,2 Nettoaufwendungen Bildung [Fr./Einw.],2010,2091,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1124,2 Nettoaufwendungen Bildung [Fr./Einw.],2011,2071,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1124,2 Nettoaufwendungen Bildung [Fr./Einw.],2012,2238,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1124,2 Nettoaufwendungen Bildung [Fr./Einw.],2013,2214,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1124,2 Nettoaufwendungen Bildung [Fr./Einw.],2014,2240,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1125,3 Nettoaufwendungen Kultur und Freizeit [Fr./Einw.],2008,676,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1125,3 Nettoaufwendungen Kultur und Freizeit [Fr./Einw.],2009,642,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1125,3 Nettoaufwendungen Kultur und Freizeit [Fr./Einw.],2010,648,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1125,3 Nettoaufwendungen Kultur und Freizeit [Fr./Einw.],2011,614,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1125,3 Nettoaufwendungen Kultur und Freizeit [Fr./Einw.],2012,649,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1125,3 Nettoaufwendungen Kultur und Freizeit [Fr./Einw.],2013,643,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1125,3 Nettoaufwendungen Kultur und Freizeit [Fr./Einw.],2014,635,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1126,4 Nettoaufwendungen Gesundheit [Fr./Einw.],2008,654,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1126,4 Nettoaufwendungen Gesundheit [Fr./Einw.],2009,660,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1126,4 Nettoaufwendungen Gesundheit [Fr./Einw.],2010,497,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1126,4 Nettoaufwendungen Gesundheit [Fr./Einw.],2011,580,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1126,4 Nettoaufwendungen Gesundheit [Fr./Einw.],2012,508,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1126,4 Nettoaufwendungen Gesundheit [Fr./Einw.],2013,536,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1126,4 Nettoaufwendungen Gesundheit [Fr./Einw.],2014,561,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1127,5 Nettoaufwendungen Soziale Wohlfahrt [Fr./Einw.],2008,1732,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1127,5 Nettoaufwendungen Soziale Wohlfahrt [Fr./Einw.],2009,1768,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1127,5 Nettoaufwendungen Soziale Wohlfahrt [Fr./Einw.],2010,1797,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1127,5 Nettoaufwendungen Soziale Wohlfahrt [Fr./Einw.],2011,1711,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1127,5 Nettoaufwendungen Soziale Wohlfahrt [Fr./Einw.],2012,1779,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1127,5 Nettoaufwendungen Soziale Wohlfahrt [Fr./Einw.],2013,1871,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1127,5 Nettoaufwendungen Soziale Wohlfahrt [Fr./Einw.],2014,1847,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1128,6 Nettoaufwendungen Verkehr [Fr./Einw.],2008,635,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1128,6 Nettoaufwendungen Verkehr [Fr./Einw.],2009,515,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1128,6 Nettoaufwendungen Verkehr [Fr./Einw.],2010,579,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1128,6 Nettoaufwendungen Verkehr [Fr./Einw.],2011,596,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1128,6 Nettoaufwendungen Verkehr [Fr./Einw.],2012,624,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1128,6 Nettoaufwendungen Verkehr [Fr./Einw.],2013,553,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1128,6 Nettoaufwendungen Verkehr [Fr./Einw.],2014,591,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1129,7 Nettoaufwendungen Umwelt und Raumordnung [Fr./Einw.],2008,98,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1129,7 Nettoaufwendungen Umwelt und Raumordnung [Fr./Einw.],2009,106,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1129,7 Nettoaufwendungen Umwelt und Raumordnung [Fr./Einw.],2010,102,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1129,7 Nettoaufwendungen Umwelt und Raumordnung [Fr./Einw.],2011,100,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1129,7 Nettoaufwendungen Umwelt und Raumordnung [Fr./Einw.],2012,112,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1129,7 Nettoaufwendungen Umwelt und Raumordnung [Fr./Einw.],2013,117,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1129,7 Nettoaufwendungen Umwelt und Raumordnung [Fr./Einw.],2014,101,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1130,8 Nettoaufwendungen Volkswirtschaft [Fr./Einw.],2008,-248,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1130,8 Nettoaufwendungen Volkswirtschaft [Fr./Einw.],2009,-263,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1130,8 Nettoaufwendungen Volkswirtschaft [Fr./Einw.],2010,-241,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1130,8 Nettoaufwendungen Volkswirtschaft [Fr./Einw.],2011,-219,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1130,8 Nettoaufwendungen Volkswirtschaft [Fr./Einw.],2012,-211,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1130,8 Nettoaufwendungen Volkswirtschaft [Fr./Einw.],2013,-200,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1130,8 Nettoaufwendungen Volkswirtschaft [Fr./Einw.],2014,-194,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1131,9 Nettoaufwendungen Finanzen und Steuern [Fr./Einw.],2008,-6314,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1131,9 Nettoaufwendungen Finanzen und Steuern [Fr./Einw.],2009,-6180,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1131,9 Nettoaufwendungen Finanzen und Steuern [Fr./Einw.],2010,-6231,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1131,9 Nettoaufwendungen Finanzen und Steuern [Fr./Einw.],2011,-6181,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1131,9 Nettoaufwendungen Finanzen und Steuern [Fr./Einw.],2012,-6518,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1131,9 Nettoaufwendungen Finanzen und Steuern [Fr./Einw.],2013,-6719,Fr./Einw.,Franken pro Einwohner
BZ8000,Zürich_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1131,9 Nettoaufwendungen Finanzen und Steuern [Fr./Einw.],2014,-6725,Fr./Einw.,Franken pro Einwohner
BZ8157,Dielsdorf_Bezirk,Porträt,null,null,null,1,Einheit,2008,BZ8157,null,null
BZ8157,Dielsdorf_Bezirk,Porträt,null,null,null,1,Einheit,2009,BZ8157,null,null
BZ8157,Dielsdorf_Bezirk,Porträt,null,null,null,1,Einheit,2010,BZ8157,null,null
BZ8157,Dielsdorf_Bezirk,Porträt,null,null,null,1,Einheit,2011,BZ8157,null,null
BZ8157,Dielsdorf_Bezirk,Porträt,null,null,null,1,Einheit,2012,BZ8157,null,null
BZ8157,Dielsdorf_Bezirk,Porträt,null,null,null,1,Einheit,2013,BZ8157,null,null
BZ8157,Dielsdorf_Bezirk,Porträt,null,null,null,1,Einheit,2014,BZ8157,null,null
BZ8157,Dielsdorf_Bezirk,Porträt,null,null,null,3,BFS-Nr. / SGEM,2008,-,null,null
BZ8157,Dielsdorf_Bezirk,Porträt,null,null,null,3,BFS-Nr. / SGEM,2009,-,null,null
BZ8157,Dielsdorf_Bezirk,Porträt,null,null,null,3,BFS-Nr. / SGEM,2010,-,null,null
BZ8157,Dielsdorf_Bezirk,Porträt,null,null,null,3,BFS-Nr. / SGEM,2011,-,null,null
BZ8157,Dielsdorf_Bezirk,Porträt,null,null,null,3,BFS-Nr. / SGEM,2012,-,null,null
BZ8157,Dielsdorf_Bezirk,Porträt,null,null,null,3,BFS-Nr. / SGEM,2013,-,null,null
BZ8157,Dielsdorf_Bezirk,Porträt,null,null,null,3,BFS-Nr. / SGEM,2014,-,null,null
BZ8157,Dielsdorf_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1122,0 Nettoaufwendungen Behörden und allg. Verwaltung [Fr./Einw.],2008,330,Fr./Einw.,Franken pro Einwohner
BZ8157,Dielsdorf_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1122,0 Nettoaufwendungen Behörden und allg. Verwaltung [Fr./Einw.],2009,343,Fr./Einw.,Franken pro Einwohner
BZ8157,Dielsdorf_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1122,0 Nettoaufwendungen Behörden und allg. Verwaltung [Fr./Einw.],2010,338,Fr./Einw.,Franken pro Einwohner
BZ8157,Dielsdorf_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1122,0 Nettoaufwendungen Behörden und allg. Verwaltung [Fr./Einw.],2011,350,Fr./Einw.,Franken pro Einwohner
BZ8157,Dielsdorf_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1122,0 Nettoaufwendungen Behörden und allg. Verwaltung [Fr./Einw.],2012,383,Fr./Einw.,Franken pro Einwohner
BZ8157,Dielsdorf_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1122,0 Nettoaufwendungen Behörden und allg. Verwaltung [Fr./Einw.],2013,367,Fr./Einw.,Franken pro Einwohner
BZ8157,Dielsdorf_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1122,0 Nettoaufwendungen Behörden und allg. Verwaltung [Fr./Einw.],2014,385,Fr./Einw.,Franken pro Einwohner
BZ8157,Dielsdorf_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1123,1 Nettoaufwendungen Rechtschutz und Sicherheit [Fr./Einw.],2008,135,Fr./Einw.,Franken pro Einwohner
BZ8157,Dielsdorf_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1123,1 Nettoaufwendungen Rechtschutz und Sicherheit [Fr./Einw.],2009,123,Fr./Einw.,Franken pro Einwohner
BZ8157,Dielsdorf_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1123,1 Nettoaufwendungen Rechtschutz und Sicherheit [Fr./Einw.],2010,142,Fr./Einw.,Franken pro Einwohner
BZ8157,Dielsdorf_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1123,1 Nettoaufwendungen Rechtschutz und Sicherheit [Fr./Einw.],2011,127,Fr./Einw.,Franken pro Einwohner
BZ8157,Dielsdorf_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1123,1 Nettoaufwendungen Rechtschutz und Sicherheit [Fr./Einw.],2012,141,Fr./Einw.,Franken pro Einwohner
BZ8157,Dielsdorf_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1123,1 Nettoaufwendungen Rechtschutz und Sicherheit [Fr./Einw.],2013,151,Fr./Einw.,Franken pro Einwohner
BZ8157,Dielsdorf_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1123,1 Nettoaufwendungen Rechtschutz und Sicherheit [Fr./Einw.],2014,141,Fr./Einw.,Franken pro Einwohner
BZ8157,Dielsdorf_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1124,2 Nettoaufwendungen Bildung [Fr./Einw.],2008,1569,Fr./Einw.,Franken pro Einwohner
BZ8157,Dielsdorf_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1124,2 Nettoaufwendungen Bildung [Fr./Einw.],2009,1616,Fr./Einw.,Franken pro Einwohner
BZ8157,Dielsdorf_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1124,2 Nettoaufwendungen Bildung [Fr./Einw.],2010,1641,Fr./Einw.,Franken pro Einwohner
BZ8157,Dielsdorf_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1124,2 Nettoaufwendungen Bildung [Fr./Einw.],2011,1715,Fr./Einw.,Franken pro Einwohner
BZ8157,Dielsdorf_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1124,2 Nettoaufwendungen Bildung [Fr./Einw.],2012,2070,Fr./Einw.,Franken pro Einwohner
BZ8157,Dielsdorf_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1124,2 Nettoaufwendungen Bildung [Fr./Einw.],2013,2044,Fr./Einw.,Franken pro Einwohner
BZ8157,Dielsdorf_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1124,2 Nettoaufwendungen Bildung [Fr./Einw.],2014,2051,Fr./Einw.,Franken pro Einwohner
BZ8157,Dielsdorf_Bezirk,Jahresrechnung [Fr./Einw.],Erfolgsrechnung,Nettoaufwendungen nach Aufgabenbereichen,null,1125,3 Nettoaufwendungen Kultur und Freizeit [Fr./Einw.],2008,110,Fr./Einw.,Franken pro Einwohner
